group_id,case_in_group,test_file,category,purpose,priority,complexity,source_input,upstream_expected,emacs_command,python_command,compare_method,current_result,selection_notes
G031,5,autoinstparam_first_sub.v,AUTOINSTPARAM,验证 AUTOINSTPARAM 的参数自动连接和参数值处理。 作为 first 参数用例子模块。 覆盖 AUTOINSTPARAM 插入位置/第一个参数。,P1-core,Medium,test/verilog-mode/tests/autoinstparam_first_sub.v,test/verilog-mode/tests_ok/autoinstparam_first_sub.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinstparam_first_sub.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinstparam_first_sub.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinstparam_first_sub.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G032,1,autoinstparam_iface_bruce.v,AUTOINSTPARAM,验证 AUTOINSTPARAM 的参数自动连接和参数值处理。 覆盖 interface 参数 AUTOINSTPARAM。,P1-core,High,test/verilog-mode/tests/autoinstparam_iface_bruce.v,test/verilog-mode/tests_ok/autoinstparam_iface_bruce.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinstparam_iface_bruce.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinstparam_iface_bruce.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinstparam_iface_bruce.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G032,2,autoinstparam_int.v,AUTOINSTPARAM,验证 AUTOINSTPARAM 的参数自动连接和参数值处理。 覆盖 integer/int 参数。,P1-core,Medium,test/verilog-mode/tests/autoinstparam_int.v,test/verilog-mode/tests_ok/autoinstparam_int.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinstparam_int.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinstparam_int.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinstparam_int.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G032,3,autoinstparam_local.v,AUTOINSTPARAM,验证 AUTOINSTPARAM 的参数自动连接和参数值处理。 覆盖 localparam 不应作为实例参数连接。,P1-core,Medium,test/verilog-mode/tests/autoinstparam_local.v,test/verilog-mode/tests_ok/autoinstparam_local.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoinstparam_local.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoinstparam_local.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoinstparam_local.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G032,4,autooutput_cast.v,AUTOOUTPUT,验证 AUTOOUTPUT 从未声明的子模块 output 连接生成顶层 output。 覆盖 cast 表达式输出识别。,P1-core,Medium,test/verilog-mode/tests/autooutput_cast.v,test/verilog-mode/tests_ok/autooutput_cast.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autooutput_cast.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autooutput_cast.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autooutput_cast.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G032,5,autooutput_comma.v,AUTOOUTPUT,验证 AUTOOUTPUT 从未声明的子模块 output 连接生成顶层 output。 覆盖 AUTOOUTPUT 逗号/列表格式。,P1-core,Low,test/verilog-mode/tests/autooutput_comma.v,test/verilog-mode/tests_ok/autooutput_comma.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autooutput_comma.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autooutput_comma.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autooutput_comma.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G033,1,autooutput_regexp.v,AUTOOUTPUT,验证 AUTOOUTPUT 从未声明的子模块 output 连接生成顶层 output。 覆盖 regexp 过滤/匹配。,P1-core,High,test/verilog-mode/tests/autooutput_regexp.v,test/verilog-mode/tests_ok/autooutput_regexp.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autooutput_regexp.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autooutput_regexp.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autooutput_regexp.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G033,2,autooutput_simplify.v,AUTOOUTPUT,验证 AUTOOUTPUT 从未声明的子模块 output 连接生成顶层 output。 覆盖输出表达式简化。,P1-core,Low,test/verilog-mode/tests/autooutput_simplify.v,test/verilog-mode/tests_ok/autooutput_simplify.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autooutput_simplify.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autooutput_simplify.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autooutput_simplify.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G033,3,autooutputevery_assign.v,AUTOOUTPUTEVERY,验证 AUTOOUTPUTEVERY 从内部声明/赋值导出 output。 覆盖 assign 语句生成 output/every。,P3-extended,Low,test/verilog-mode/tests/autooutputevery_assign.v,test/verilog-mode/tests_ok/autooutputevery_assign.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autooutputevery_assign.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autooutputevery_assign.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autooutputevery_assign.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G033,4,autooutputevery_example.v,AUTOOUTPUTEVERY,验证 AUTOOUTPUTEVERY 从内部声明/赋值导出 output。 覆盖官方 example 行为。,P3-extended,Low,test/verilog-mode/tests/autooutputevery_example.v,test/verilog-mode/tests_ok/autooutputevery_example.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autooutputevery_example.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autooutputevery_example.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autooutputevery_example.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G033,5,autooutputevery_regexp.v,AUTOOUTPUTEVERY,验证 AUTOOUTPUTEVERY 从内部声明/赋值导出 output。 覆盖 regexp 过滤/匹配。,P3-extended,High,test/verilog-mode/tests/autooutputevery_regexp.v,test/verilog-mode/tests_ok/autooutputevery_regexp.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autooutputevery_regexp.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autooutputevery_regexp.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autooutputevery_regexp.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G034,1,autooutputevery_wire.v,AUTOOUTPUTEVERY,验证 AUTOOUTPUTEVERY 从内部声明/赋值导出 output。 覆盖 wire 声明导出 output/every。,P3-extended,Low,test/verilog-mode/tests/autooutputevery_wire.v,test/verilog-mode/tests_ok/autooutputevery_wire.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autooutputevery_wire.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autooutputevery_wire.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autooutputevery_wire.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G034,2,autoreg_outreg.v,AUTOREG,验证 AUTOREG 从过程赋值/输出推导 reg 声明。 覆盖 output reg 自动声明。,P3-extended,Low,test/verilog-mode/tests/autoreg_outreg.v,test/verilog-mode/tests_ok/autoreg_outreg.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoreg_outreg.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoreg_outreg.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoreg_outreg.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G034,3,autoreg_smith_multiassign.v,AUTOREG,验证 AUTOREG 从过程赋值/输出推导 reg 声明。 覆盖多个实例/多重连接合并。 覆盖 assign 语句生成 output/every。 覆盖多处赋值对 AUTOREG 的影响。,P3-extended,Low,test/verilog-mode/tests/autoreg_smith_multiassign.v,test/verilog-mode/tests_ok/autoreg_smith_multiassign.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoreg_smith_multiassign.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoreg_smith_multiassign.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoreg_smith_multiassign.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G034,4,autoreginput.v,AUTOREGINPUT,验证 AUTOREGINPUT 从输入使用情况推导 reg/input 辅助声明。,P3-extended,Low,test/verilog-mode/tests/autoreginput.v,test/verilog-mode/tests_ok/autoreginput.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoreginput.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoreginput.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoreginput.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G034,5,autoreginput_ignass.v,AUTOREGINPUT,验证 AUTOREGINPUT 从输入使用情况推导 reg/input 辅助声明。 覆盖 AUTOREGINPUT 忽略 assign。,P3-extended,Low,test/verilog-mode/tests/autoreginput_ignass.v,test/verilog-mode/tests_ok/autoreginput_ignass.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoreginput_ignass.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoreginput_ignass.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoreginput_ignass.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G035,1,autotieoff_assign.v,AUTOTIEOFF,验证 AUTOTIEOFF 为未驱动输出生成 tieoff。 覆盖 assign 语句生成 output/every。,P2-helper,Low,test/verilog-mode/tests/autotieoff_assign.v,test/verilog-mode/tests_ok/autotieoff_assign.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autotieoff_assign.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autotieoff_assign.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autotieoff_assign.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G035,2,autotieoff_inoutmod.v,AUTOTIEOFF,验证 AUTOTIEOFF 为未驱动输出生成 tieoff。 覆盖 inout/modport tieoff。,P2-helper,High,test/verilog-mode/tests/autotieoff_inoutmod.v,test/verilog-mode/tests_ok/autotieoff_inoutmod.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autotieoff_inoutmod.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autotieoff_inoutmod.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autotieoff_inoutmod.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G035,3,autotieoff_signed.v,AUTOTIEOFF,验证 AUTOTIEOFF 为未驱动输出生成 tieoff。 覆盖 signed 端口/位宽保留。 覆盖 signed tieoff/声明。,P2-helper,Medium,test/verilog-mode/tests/autotieoff_signed.v,test/verilog-mode/tests_ok/autotieoff_signed.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autotieoff_signed.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autotieoff_signed.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autotieoff_signed.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G035,4,autoundef.v,AUTOUNDEF,验证 AUTOUNDEF 为本文件 define 生成 undef。,P2-helper,Low,test/verilog-mode/tests/autoundef.v,test/verilog-mode/tests_ok/autoundef.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autoundef.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autoundef.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autoundef.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G035,5,autounused.v,AUTOUNUSED,验证 AUTOUNUSED 汇总未使用输入。,P2-helper,Low,test/verilog-mode/tests/autounused.v,test/verilog-mode/tests_ok/autounused.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autounused.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autounused.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autounused.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G036,1,autowire_apostrophe.sv,AUTOWIRE,验证 AUTOWIRE 从实例输出/内部连接生成 wire。 覆盖 wire 声明导出 output/every。 覆盖 SystemVerilog apostrophe literal/packed dims 对 AUTOWIRE 的影响。,P1-core,Low,test/verilog-mode/tests/autowire_apostrophe.sv,test/verilog-mode/tests_ok/autowire_apostrophe.sv,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autowire_apostrophe.sv"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autowire_apostrophe.sv""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autowire_apostrophe.sv when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G036,2,autowire_godiwala.v,AUTOWIRE,验证 AUTOWIRE 从实例输出/内部连接生成 wire。 覆盖 wire 声明导出 output/every。 覆盖 Godiwala AUTOWIRE 回归。,P1-core,Low,test/verilog-mode/tests/autowire_godiwala.v,test/verilog-mode/tests_ok/autowire_godiwala.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autowire_godiwala.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autowire_godiwala.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autowire_godiwala.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G036,3,autowire_import_bug317.v,AUTOWIRE,验证 AUTOWIRE 从实例输出/内部连接生成 wire。 覆盖 package import 影响 AUTOWIRE 的 bug317。 覆盖 package import 对端口/类型解析的影响。 覆盖 wire 声明导出 output/every。,P1-core,High,test/verilog-mode/tests/autowire_import_bug317.v,test/verilog-mode/tests_ok/autowire_import_bug317.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autowire_import_bug317.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autowire_import_bug317.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autowire_import_bug317.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G036,4,autowire_isaacson.v,AUTOWIRE,验证 AUTOWIRE 从实例输出/内部连接生成 wire。 覆盖 wire 声明导出 output/every。 覆盖 Isaacson AUTOWIRE 回归。,P1-core,Low,test/verilog-mode/tests/autowire_isaacson.v,test/verilog-mode/tests_ok/autowire_isaacson.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autowire_isaacson.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autowire_isaacson.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autowire_isaacson.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G036,5,autowire_long_yaohung.v,AUTOWIRE,验证 AUTOWIRE 从实例输出/内部连接生成 wire。 覆盖 wire 声明导出 output/every。 覆盖长信号名对齐/声明。,P1-core,Low,test/verilog-mode/tests/autowire_long_yaohung.v,test/verilog-mode/tests_ok/autowire_long_yaohung.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autowire_long_yaohung.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autowire_long_yaohung.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autowire_long_yaohung.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G037,1,autowire_lovell_hiear.v,AUTOWIRE,验证 AUTOWIRE 从实例输出/内部连接生成 wire。 覆盖 wire 声明导出 output/every。 覆盖层次引用/层次连接。,P1-core,Medium,test/verilog-mode/tests/autowire_lovell_hiear.v,test/verilog-mode/tests_ok/autowire_lovell_hiear.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autowire_lovell_hiear.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autowire_lovell_hiear.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autowire_lovell_hiear.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
G037,2,autowire_merge_bug303.v,AUTOWIRE,验证 AUTOWIRE 从实例输出/内部连接生成 wire。 覆盖 wire 声明导出 output/every。 覆盖 wire 合并 bug303。,P1-core,Low,test/verilog-mode/tests/autowire_merge_bug303.v,test/verilog-mode/tests_ok/autowire_merge_bug303.v,"tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; emacs --batch -q --no-site-file -l ""$tmp/up/verilog-mode.el"" -l ""$tmp/up/batch_test.el"" ""$tmp/up/tests/autowire_merge_bug303.v"" -f verilog-batch-auto","tmp=$(mktemp -d); cp -a test/verilog-mode ""$tmp/up""; python3 verilog-mode.py verilog-batch-auto ""$tmp/up/tests/autowire_merge_bug303.v""","Normalize horizontal whitespace and compare Python output against either fresh Emacs output or test/verilog-mode/tests_ok/autowire_merge_bug303.v when present. For the four upstream batch cases, run python3 test/compare_upstream_batch.py.",PENDING,Select P1 first for module instantiation/connectivity parity; select P2 for shell/interface/helper AUTO; P3 after core behavior is stable.
